policy_thunder_greedy,time,active_thunder_greedy,ready_thunder_greedy,tool_thunder_greedy,warm_caches_thunder_greedy,physical_kv_blocks_thunder_greedy,reserved_kv_blocks_thunder_greedy,capacity_blocks_thunder_greedy,n_admit_thunder_greedy,n_keep_thunder_greedy,n_evict_thunder_greedy,admit_ids_thunder_greedy,warm_admit_ids_thunder_greedy,cold_admit_ids_thunder_greedy,keep_ids_thunder_greedy,evict_ids_thunder_greedy,decision_ms_thunder_greedy,policy_hazard_grade_knapsack,active_hazard_grade_knapsack,ready_hazard_grade_knapsack,tool_hazard_grade_knapsack,warm_caches_hazard_grade_knapsack,physical_kv_blocks_hazard_grade_knapsack,reserved_kv_blocks_hazard_grade_knapsack,capacity_blocks_hazard_grade_knapsack,n_admit_hazard_grade_knapsack,n_keep_hazard_grade_knapsack,n_evict_hazard_grade_knapsack,admit_ids_hazard_grade_knapsack,warm_admit_ids_hazard_grade_knapsack,cold_admit_ids_hazard_grade_knapsack,keep_ids_hazard_grade_knapsack,evict_ids_hazard_grade_knapsack,decision_ms_hazard_grade_knapsack
thunder_greedy,5175.0,14,43,0,0,18119,28576,30000,0,0,0,,,,,,0.013542012311518192,hazard_grade_knapsack,12,37,2,1,14019,29653,30000,1,0,1,6,,6,,54,0.03412499791011214
thunder_greedy,5195.0,13,44,0,1,19665,28388,30000,1,0,1,6,,6,,2,0.014333025319501758,hazard_grade_knapsack,13,37,1,0,13661,29958,30000,0,0,0,,,,,,0.033082993468269706
thunder_greedy,5205.0,12,44,0,1,16784,26382,30000,2,0,1,14;1,,14;1,,54,0.02766598481684923,hazard_grade_knapsack,13,37,1,0,14365,29958,30000,0,0,0,,,,,,0.02812498132698238
thunder_greedy,5230.0,13,43,0,1,16841,28519,30000,1,0,0,28,28,,,,0.01404198701493442,hazard_grade_knapsack,13,38,0,0,16150,29958,30000,0,0,0,,,,,,0.030166003853082657
thunder_greedy,5255.0,12,42,2,2,18716,28478,30000,2,0,2,72;16,,72;16,,3;28,0.013749988283962011,hazard_grade_knapsack,13,38,0,0,17966,29958,30000,0,0,0,,,,,,0.03125000512227416
thunder_greedy,5260.0,13,41,2,1,15315,28732,30000,1,0,1,17,,17,,5,0.013957993360236287,hazard_grade_knapsack,12,39,0,1,18323,29751,30000,1,0,1,30,,30,,40,0.031584000680595636
thunder_greedy,5290.0,13,42,1,1,15627,28708,30000,1,0,1,64,,64,,22,0.015208992408588529,hazard_grade_knapsack,12,39,0,1,18473,29940,30000,0,1,0,,,,36,,0.03445800393819809
thunder_greedy,5295.0,14,41,1,0,14188,29001,30000,0,0,0,,,,,,0.012959004379808903,hazard_grade_knapsack,12,39,0,1,18835,29940,30000,0,1,0,,,,36,,0.03183298395015299
thunder_greedy,5300.0,14,42,0,0,14557,29001,30000,0,0,0,,,,,,0.013625016435980797,hazard_grade_knapsack,12,39,0,1,19195,29940,30000,0,1,0,,,,36,,0.03216697950847447
thunder_greedy,5305.0,14,42,0,0,14924,29001,30000,0,0,0,,,,,,0.013708020560443401,hazard_grade_knapsack,11,39,1,2,19554,29715,30000,1,0,1,36,36,,,38,0.04025001544505358
thunder_greedy,5315.0,13,43,0,1,15655,28738,30000,1,0,1,22,,22,,41,0.014165998436510563,hazard_grade_knapsack,12,39,0,0,18271,28057,30000,0,0,0,,,,,,0.029416027246043086
thunder_greedy,5325.0,13,42,1,1,14580,28860,30000,1,0,1,40,,40,,31,0.013042008504271507,hazard_grade_knapsack,12,39,0,0,18993,28057,30000,0,0,0,,,,,,0.028499984182417393
thunder_greedy,5335.0,14,42,0,0,13420,29083,30000,0,0,0,,,,,,0.013415992725640535,hazard_grade_knapsack,11,39,1,1,19704,27813,30000,1,0,1,3,,3,,36,0.035457982448861
thunder_greedy,5345.0,14,42,0,0,14139,29116,30000,0,0,0,,,,,,0.013042008504271507,hazard_grade_knapsack,11,38,2,1,18147,27621,30000,1,1,0,39,,39,41,,0.03495797864161432
thunder_greedy,5350.0,14,42,0,0,14505,29135,30000,0,0,0,,,,,,0.012833013897761703,hazard_grade_knapsack,12,39,0,1,18505,29903,30000,0,1,0,,,,41,,0.0315000070258975
thunder_greedy,5355.0,14,42,0,0,14866,29153,30000,0,0,0,,,,,,0.011583993909880519,hazard_grade_knapsack,12,39,0,1,18861,29903,30000,0,1,0,,,,41,,0.045083987060934305
thunder_greedy,5360.0,14,42,0,0,15226,29170,30000,0,0,0,,,,,,0.012333999620750546,hazard_grade_knapsack,11,40,0,2,19217,29869,30000,2,0,1,41;31,41,31,,78,0.033499993151053786
thunder_greedy,5370.0,14,42,0,0,15963,29206,30000,0,0,0,,,,,,0.014541990822181106,hazard_grade_knapsack,12,38,0,0,15106,27366,30000,1,0,0,54,,54,,,0.029959017410874367
thunder_greedy,5380.0,13,42,1,1,16697,29240,30000,1,0,1,20,,20,,52,0.013707991456612945,hazard_grade_knapsack,13,37,0,0,15815,29743,30000,0,0,0,,,,,,0.02837498323060572
thunder_greedy,5390.0,13,41,1,0,13388,27196,30000,1,0,0,30,,30,,,0.012833974324166775,hazard_grade_knapsack,13,37,0,0,16538,29743,30000,0,0,0,,,,,,0.02912498894147575
thunder_greedy,5405.0,13,40,2,1,14473,29163,30000,1,0,1,79,,79,,76,0.01300001167692244,hazard_grade_knapsack,13,37,0,0,17625,29752,30000,0,0,0,,,,,,0.02862501423805952
thunder_greedy,5420.0,14,40,1,0,13643,29391,30000,0,0,0,,,,,,0.01329201040789485,hazard_grade_knapsack,12,37,1,1,18732,29623,30000,1,0,1,5,,5,,41,0.03666698466986418
thunder_greedy,5430.0,13,40,2,1,14916,29408,30000,1,0,1,15,,15,,68,0.012957985745742917,hazard_grade_knapsack,13,37,0,0,17252,29684,30000,0,0,0,,,,,,0.029959017410874367
thunder_greedy,5440.0,14,40,1,0,13437,29307,30000,0,0,0,,,,,,0.012832984793931246,hazard_grade_knapsack,12,37,1,1,17978,29567,30000,1,0,1,63,,63,,49,0.06054199184291065
thunder_greedy,5445.0,14,40,1,0,13799,29307,30000,0,0,0,,,,,,0.012333010090515018,hazard_grade_knapsack,12,37,1,1,16179,29566,30000,1,0,0,1,1,,,,0.0296669895760715
thunder_greedy,5480.0,14,40,1,0,16372,29307,30000,0,0,0,,,,,,0.012375006917864084,hazard_grade_knapsack,12,37,1,1,18658,29922,30000,1,0,1,7,,7,,9,0.04187499871477485
thunder_greedy,5510.0,13,41,1,1,18642,29207,30000,1,0,1,27,,27,,55,0.01270900247618556,hazard_grade_knapsack,13,37,0,0,18384,29870,30000,0,0,0,,,,,,0.027624977519735694
thunder_greedy,5520.0,13,42,0,1,17419,29120,30000,1,0,1,7,,7,,14,0.013291981304064393,hazard_grade_knapsack,13,37,0,0,19104,29870,30000,0,0,0,,,,,,0.03095899592153728
thunder_greedy,5525.0,14,41,0,0,15923,29356,30000,0,0,0,,,,,,0.012708012945950031,hazard_grade_knapsack,12,37,0,0,17351,27633,30000,1,0,0,55,,55,,,0.03850000211969018
thunder_greedy,5530.0,13,41,1,1,16293,29187,30000,1,0,1,32,,32,,6,0.014334014849737287,hazard_grade_knapsack,13,36,0,0,17715,29939,30000,0,0,0,,,,,,0.033167016226798296
thunder_greedy,5535.0,14,40,1,0,14736,29375,30000,0,0,0,,,,,,0.01304197940044105,hazard_grade_knapsack,12,36,1,1,18062,29815,30000,1,0,1,50,,50,,25,0.04133401671424508
thunder_greedy,5550.0,13,41,1,1,16245,29217,30000,1,0,1,56,,56,,1,0.013333017705008388,hazard_grade_knapsack,13,36,0,0,16964,29991,30000,0,0,0,,,,,,0.029624992748722434
thunder_greedy,5570.0,14,41,0,0,15785,29400,30000,0,0,0,,,,,,0.012457981938496232,hazard_grade_knapsack,12,37,0,1,18401,29898,30000,0,1,0,,,,32,,0.03512500552460551
thunder_greedy,5575.0,13,42,0,1,16152,29179,30000,1,0,1,69,,69,,72,0.02170799416489899,hazard_grade_knapsack,10,37,2,3,18744,29606,30000,2,0,2,32;40,32,40,,6;30,0.04875002196058631
thunder_greedy,5585.0,13,41,0,0,13116,27343,30000,1,0,0,39,,39,,,0.01491699367761612,hazard_grade_knapsack,12,36,1,0,15169,28057,30000,0,0,0,,,,,,0.029750022804364562
thunder_greedy,5595.0,14,40,0,0,13840,29477,30000,0,0,0,,,,,,0.012625008821487427,hazard_grade_knapsack,11,37,1,1,15867,27801,30000,1,0,0,32,32,,,,0.0315000070258975
thunder_greedy,5600.0,14,40,0,0,14205,29477,30000,0,0,0,,,,,,0.012208998668938875,hazard_grade_knapsack,11,37,0,0,15130,25898,30000,1,0,0,30,,30,,,0.030584022169932723
thunder_greedy,5615.0,14,40,0,0,15304,29477,30000,0,0,0,,,,,,0.022082997020334005,hazard_grade_knapsack,11,36,1,1,16193,28005,30000,1,0,1,28,,28,,32,0.04383301711641252
thunder_greedy,5630.0,14,40,0,0,16412,29477,30000,0,0,0,,,,,,0.014375022146850824,hazard_grade_knapsack,11,36,1,1,14767,27720,30000,1,0,1,73,,73,,3,0.03708299482241273
thunder_greedy,5650.0,14,40,0,0,17910,29477,30000,0,0,0,,,,,,0.01200000406242907,hazard_grade_knapsack,11,36,1,1,14085,27812,30000,1,0,1,22,,22,,39,0.04350001108832657
thunder_greedy,5655.0,14,40,0,0,18288,29477,30000,0,0,0,,,,,,0.012582982890307903,hazard_grade_knapsack,11,37,0,1,12573,27925,30000,1,0,0,31,31,,,,0.028916983865201473
thunder_greedy,5685.0,12,41,1,2,20570,29301,30000,2,0,2,75;63,,75;63,,17;40,0.01420799526385963,hazard_grade_knapsack,12,36,0,0,14649,28352,30000,0,0,0,,,,,,0.031167000997811556
thunder_greedy,5705.0,12,40,2,2,18033,29126,30000,2,0,2,71;4,,71;4,,20;30,0.013458018656820059,hazard_grade_knapsack,12,36,0,0,16051,28352,30000,0,0,0,,,,,,0.027834001230075955
thunder_greedy,5715.0,12,41,1,2,14999,29361,30000,2,0,2,30;8,,30;8,,22;79,0.014208024367690086,hazard_grade_knapsack,12,36,0,0,16762,28352,30000,0,0,0,,,,,,0.02804200630635023
thunder_greedy,5730.0,13,39,2,1,12162,29806,30000,1,0,1,72,,72,,64,0.012749980669468641,hazard_grade_knapsack,12,36,0,0,17831,28352,30000,0,0,0,,,,,,0.030291994335129857
thunder_greedy,5745.0,13,39,2,1,11310,29677,30000,1,0,1,20,,20,,15,0.02345800749026239,hazard_grade_knapsack,12,36,0,0,18908,28352,30000,0,0,0,,,,,,0.02895799116231501
thunder_greedy,5750.0,14,39,1,0,11137,29973,30000,0,0,0,,,,,,0.012375006917864084,hazard_grade_knapsack,10,37,1,2,19267,28127,30000,2,0,1,54;72,54,72,,5,0.04366601933725178
thunder_greedy,5765.0,14,39,1,0,14448,29973,30000,0,0,0,,,,,,0.01200000406242907,hazard_grade_knapsack,11,37,0,1,18236,28701,30000,1,0,0,63,63,,,,0.02850001328624785
thunder_greedy,5785.0,14,40,0,0,15914,29973,30000,0,0,0,,,,,,0.01258301199413836,hazard_grade_knapsack,11,36,1,1,19693,29040,30000,1,0,1,27,,27,,7,0.0363329891115427
thunder_greedy,5805.0,13,41,0,1,17402,29799,30000,0,1,0,,,,27,,0.013166980352252722,hazard_grade_knapsack,12,36,0,0,19007,29365,30000,0,0,0,,,,,,0.027791975298896432
thunder_greedy,5810.0,13,41,0,1,17769,29799,30000,0,1,0,,,,27,,0.012542004697024822,hazard_grade_knapsack,12,36,0,0,19366,29365,30000,0,0,0,,,,,,0.03241698141209781
thunder_greedy,5815.0,13,41,0,1,18138,29799,30000,0,1,0,,,,27,,0.013040989870205522,hazard_grade_knapsack,11,36,1,1,19715,29343,30000,1,0,1,7,,7,,31,0.040332990465685725
thunder_greedy,5820.0,12,42,0,2,18507,29557,30000,1,1,1,44,,44,27,56,0.013792014215141535,hazard_grade_knapsack,11,35,2,1,17625,29112,30000,1,0,1,3,,3,,55,0.039000005926936865
thunder_greedy,5825.0,13,41,0,1,16996,29873,30000,0,1,0,,,,27,,0.01320798764936626,hazard_grade_knapsack,12,34,2,0,15896,29458,30000,0,0,0,,,,,,0.028207985451444983
thunder_greedy,5830.0,12,41,1,2,17357,29720,30000,1,1,1,18,,18,7,27,0.015792000340297818,hazard_grade_knapsack,12,35,1,0,16245,29458,30000,0,0,0,,,,,,0.03612501313909888
thunder_greedy,5835.0,13,41,0,1,15788,29981,30000,0,1,0,,,,7,,0.012208998668938875,hazard_grade_knapsack,12,36,0,0,16594,29458,30000,0,0,0,,,,,,0.028084003133699298
thunder_greedy,5840.0,13,41,0,1,16148,29981,30000,0,1,0,,,,7,,0.013209006283432245,hazard_grade_knapsack,12,36,0,0,16944,29458,30000,0,0,0,,,,,,0.028207985451444983
thunder_greedy,5845.0,12,41,1,2,16507,29746,30000,1,1,1,6,,6,69,7,0.013541983207687736,hazard_grade_knapsack,12,36,0,0,17296,29458,30000,0,0,0,,,,,,0.029166985768824816
thunder_greedy,5850.0,13,40,1,1,14907,29995,30000,0,1,0,,,,69,,0.01300001167692244,hazard_grade_knapsack,12,36,0,0,17652,29458,30000,0,0,0,,,,,,0.027250003768131137
thunder_greedy,5855.0,13,40,1,1,15264,29995,30000,0,1,0,,,,69,,0.012665987014770508,hazard_grade_knapsack,12,36,0,0,18008,29458,30000,0,0,0,,,,,,0.027207977836951613
thunder_greedy,5860.0,12,40,2,2,15617,29885,30000,1,0,2,36,,36,,32;69,0.013125012628734112,hazard_grade_knapsack,11,37,0,1,18355,29274,30000,1,0,0,50,50,,,,0.03241698141209781
thunder_greedy,5890.0,12,41,1,1,14265,28035,30000,1,0,1,15,,15,,39,0.013499986380338669,hazard_grade_knapsack,12,36,0,0,20502,29576,30000,0,0,0,,,,,,0.03024999750778079
thunder_greedy,5935.0,12,41,0,0,17303,26118,30000,1,0,0,76,,76,,,0.013041018974035978,hazard_grade_knapsack,11,36,1,1,23562,29385,30000,1,0,1,56,,56,,30,0.045958004193380475
thunder_greedy,5945.0,13,40,0,0,18035,28331,30000,0,0,0,,,,,,0.013874989235773683,hazard_grade_knapsack,10,37,1,2,22056,29527,30000,2,0,1,50;25,50,25,,54,0.03662501694634557
thunder_greedy,5955.0,13,40,0,0,18759,28331,30000,0,0,0,,,,,,0.015333003830164671,hazard_grade_knapsack,11,35,2,1,19985,29473,30000,1,0,1,47,,47,,73,0.03575001028366387
thunder_greedy,5965.0,12,40,1,1,19468,28176,30000,1,0,1,48,,48,,75,0.012834003427997231,hazard_grade_knapsack,11,36,1,1,18524,29745,30000,1,0,1,30,,30,,63,0.02920802216976881
thunder_greedy,5970.0,12,40,1,1,17837,28158,30000,1,0,1,40,,40,,20,0.015958998119458556,hazard_grade_knapsack,12,35,1,0,16143,29474,30000,0,0,0,,,,,,0.028250011382624507
thunder_greedy,5985.0,12,40,1,1,16965,28263,30000,1,0,1,27,,27,,30,0.013290991773828864,hazard_grade_knapsack,12,35,1,0,17173,29474,30000,0,0,0,,,,,,0.02924998989328742
thunder_greedy,5990.0,12,39,2,1,15347,28401,30000,1,0,1,51,,51,,63,0.014499993994832039,hazard_grade_knapsack,11,35,2,1,17520,29423,30000,1,0,1,64,,64,,40,0.0338749960064888
thunder_greedy,5995.0,11,38,4,2,13676,28300,30000,2,0,2,31;38,,31;38,,8;71,0.01387501833960414,hazard_grade_knapsack,12,34,2,0,15517,29489,30000,0,0,0,,,,,,0.029082992114126682
thunder_greedy,6000.0,13,37,3,0,10011,28770,30000,0,0,0,,,,,,0.013083015801385045,hazard_grade_knapsack,11,34,3,1,15859,29380,30000,1,0,1,17,,17,,28,0.03345799632370472
thunder_greedy,6010.0,12,38,3,1,11087,28614,30000,1,0,1,56,,56,,72,0.013166980352252722,hazard_grade_knapsack,12,34,2,0,14256,29537,30000,0,0,0,,,,,,0.02983299782499671
thunder_greedy,6035.0,12,38,3,1,13934,28595,30000,1,0,1,69,,69,,44,0.013957993360236287,hazard_grade_knapsack,11,36,1,1,15963,29388,30000,1,0,1,39,,39,,50,0.03741701948456466
thunder_greedy,6065.0,12,41,0,1,14091,28689,30000,1,0,1,5,,5,,18,0.013625016435980797,hazard_grade_knapsack,12,36,0,0,15402,29213,30000,0,0,0,,,,,,0.029833026928827167
thunder_greedy,6075.0,13,40,0,0,12801,28950,30000,0,0,0,,,,,,0.013749988283962011,hazard_grade_knapsack,11,37,0,1,16092,29070,30000,1,0,0,72,72,,,,0.028250011382624507
thunder_greedy,6095.0,12,40,1,1,14210,28772,30000,1,0,1,54,,54,,6,0.01316601992584765,hazard_grade_knapsack,12,36,0,0,17471,29444,30000,0,0,0,,,,,,0.028665992431342602
thunder_greedy,6100.0,13,39,1,0,12537,28997,30000,0,0,0,,,,,,0.012790987966582179,hazard_grade_knapsack,11,37,0,1,17807,29447,30000,1,0,0,22,22,,,,0.028583017410710454
thunder_greedy,6105.0,13,39,1,0,12888,28997,30000,0,0,0,,,,,,0.01291598891839385,hazard_grade_knapsack,10,36,1,1,15965,27190,30000,2,0,1,8;71,,8;71,,27,0.03737499355338514
thunder_greedy,6145.0,12,41,0,1,15736,28815,30000,1,0,1,9,,9,,15,0.013457989552989602,hazard_grade_knapsack,12,35,0,0,16414,29831,30000,0,0,0,,,,,,0.029375019948929548
thunder_greedy,6165.0,13,40,0,0,15137,29042,30000,0,0,0,,,,,,0.012542004697024822,hazard_grade_knapsack,10,35,2,2,17810,29589,30000,2,0,2,38;53,,38;53,,7;72,0.04129199078306556
thunder_greedy,6175.0,12,41,0,1,17128,28998,30000,1,0,1,30,,30,,36,0.013791024684906006,hazard_grade_knapsack,12,34,1,0,13689,29717,30000,0,0,0,,,,,,0.026958994567394257
thunder_greedy,6200.0,13,40,0,0,17065,29091,30000,0,0,0,,,,,,0.013042008504271507,hazard_grade_knapsack,11,35,1,1,16078,29619,30000,1,0,1,48,,48,,22,0.03937500878237188
thunder_greedy,6215.0,12,40,0,0,16568,26878,30000,1,0,0,79,,79,,,0.012374977814033628,hazard_grade_knapsack,12,35,0,0,16425,29426,30000,0,0,0,,,,,,0.026875000912696123
thunder_greedy,6225.0,12,39,1,1,17300,28883,30000,1,0,1,47,,47,,48,0.016874982975423336,hazard_grade_knapsack,12,35,0,0,17138,29426,30000,0,0,0,,,,,,0.027375004719942808
thunder_greedy,6250.0,12,38,2,1,17155,28967,30000,1,0,1,14,,14,,40,0.014125020243227482,hazard_grade_knapsack,10,35,0,0,14479,24552,30000,2,0,0,41;52,,41;52,,,0.031916017178446054
thunder_greedy,6280.0,12,40,0,1,17283,28985,30000,1,0,1,42,,42,,38,0.014333025319501758,hazard_grade_knapsack,12,33,0,0,16566,29614,30000,0,0,0,,,,,,0.027457979740574956
thunder_greedy,6290.0,12,40,0,1,15979,29027,30000,1,0,1,78,,78,,31,0.013333017705008388,hazard_grade_knapsack,12,33,0,0,17265,29614,30000,0,0,0,,,,,,0.02750000567175448
thunder_greedy,6300.0,13,39,0,0,14656,29272,30000,0,0,0,,,,,,0.012333999620750546,hazard_grade_knapsack,11,33,1,1,17957,29443,30000,1,0,1,55,,55,,30,0.035500008380040526
thunder_greedy,6315.0,13,39,0,0,15726,29272,30000,0,0,0,,,,,,0.011958996765315533,hazard_grade_knapsack,11,34,0,1,16713,29556,30000,1,0,1,30,,30,,25,0.03137500607408583
thunder_greedy,6325.0,11,39,1,1,14331,26916,30000,2,0,1,3;39,,3;39,,27,0.012874981621280313,hazard_grade_knapsack,12,33,0,0,15046,29763,30000,0,0,0,,,,,,0.03225001273676753
thunder_greedy,6340.0,12,38,1,1,13269,29231,30000,1,0,1,25,,25,,56,0.012625008821487427,hazard_grade_knapsack,12,33,0,0,16081,29763,30000,0,0,0,,,,,,0.025625020498409867
thunder_greedy,6355.0,13,38,0,0,12195,29406,30000,0,0,0,,,,,,0.02095801755785942,hazard_grade_knapsack,11,33,1,1,17127,29651,30000,1,0,1,2,,2,,64,0.03579101758077741
thunder_greedy,6365.0,12,39,0,1,12883,29212,30000,1,0,1,49,,49,,69,0.012832984793931246,hazard_grade_knapsack,11,33,1,1,15516,29748,30000,1,0,1,5,,5,,17,0.04212497151456773
thunder_greedy,6370.0,13,38,0,0,11174,29445,30000,0,0,0,,,,,,0.011583993909880519,hazard_grade_knapsack,11,33,1,1,14445,29739,30000,1,0,1,68,,68,,39,0.028082984499633312
thunder_greedy,6395.0,13,38,0,0,12900,29445,30000,0,0,0,,,,,,0.011500000255182385,hazard_grade_knapsack,11,34,0,1,14667,29767,30000,0,1,0,,,,8,,0.03099997411482036
thunder_greedy,6400.0,13,38,0,0,13250,29445,30000,0,0,0,,,,,,0.011541007552295923,hazard_grade_knapsack,11,34,0,1,15005,29767,30000,0,1,0,,,,8,,0.028375012334436178
thunder_greedy,6405.0,13,38,0,0,13603,29445,30000,0,0,0,,,,,,0.011583993909880519,hazard_grade_knapsack,11,34,0,1,15336,29767,30000,0,1,0,,,,8,,0.03341698902659118
thunder_greedy,6410.0,12,39,0,1,13949,29210,30000,1,0,1,1,,1,,54,0.012667005648836493,hazard_grade_knapsack,11,34,0,1,15676,29767,30000,0,1,0,,,,8,,0.028834008844569325
thunder_greedy,6415.0,13,38,0,0,12281,29481,30000,0,0,0,,,,,,0.012833013897761703,hazard_grade_knapsack,11,34,0,1,16017,29767,30000,0,1,0,,,,8,,0.034958997275680304
thunder_greedy,6420.0,12,39,0,1,13836,29337,30000,1,0,1,32,,32,,5,0.012707983842119575,hazard_grade_knapsack,11,34,0,1,16358,29767,30000,0,1,0,,,,8,,0.028167007258161902
thunder_greedy,6425.0,13,38,0,0,12481,29518,30000,0,0,0,,,,,,0.011750002158805728,hazard_grade_knapsack,11,34,0,1,16698,29767,30000,0,1,0,,,,8,,0.02808397402986884
thunder_greedy,6430.0,13,38,0,0,12830,29518,30000,0,0,0,,,,,,0.01158300437964499,hazard_grade_knapsack,11,34,0,1,17040,29767,30000,0,1,0,,,,8,,0.028167007258161902
thunder_greedy,6435.0,13,38,0,0,13181,29518,30000,0,0,0,,,,,,0.011458003427833319,hazard_grade_knapsack,11,34,0,1,17390,29767,30000,0,1,0,,,,8,,0.029499991796910763
thunder_greedy,6440.0,13,38,0,0,13532,29518,30000,0,0,0,,,,,,0.013625016435980797,hazard_grade_knapsack,11,34,0,1,17736,29767,30000,0,1,0,,,,8,,0.028166017727926373
thunder_greedy,6445.0,13,38,0,0,13883,29518,30000,0,0,0,,,,,,0.011083000572398305,hazard_grade_knapsack,11,34,0,1,18073,29767,30000,0,1,0,,,,8,,0.034249998861923814
thunder_greedy,6450.0,13,38,0,0,14238,29518,30000,0,0,0,,,,,,0.011541997082531452,hazard_grade_knapsack,11,34,0,1,18420,29767,30000,0,1,0,,,,8,,0.028999987989664078
thunder_greedy,6455.0,13,38,0,0,14593,29518,30000,0,0,0,,,,,,0.014791992725804448,hazard_grade_knapsack,11,34,0,1,18764,29767,30000,0,1,0,,,,8,,0.028457987355068326
thunder_greedy,6460.0,13,38,0,0,14949,29518,30000,0,0,0,,,,,,0.011958007235080004,hazard_grade_knapsack,11,34,0,1,19109,29767,30000,0,1,0,,,,8,,0.028125010430812836
thunder_greedy,6465.0,13,38,0,0,15307,29518,30000,0,0,0,,,,,,0.011457974324002862,hazard_grade_knapsack,11,34,0,1,19458,29767,30000,0,1,0,,,,8,,0.027667003450915217
thunder_greedy,6470.0,13,38,0,0,15667,29518,30000,0,0,0,,,,,,0.014082994312047958,hazard_grade_knapsack,11,34,0,1,19810,29767,30000,0,1,0,,,,8,,0.07833301788195968
thunder_greedy,6475.0,13,38,0,0,16026,29518,30000,0,0,0,,,,,,0.011541997082531452,hazard_grade_knapsack,11,34,0,1,20162,29767,30000,0,1,0,,,,8,,0.028125010430812836
thunder_greedy,6480.0,13,38,0,0,16391,29518,30000,0,0,0,,,,,,0.011457974324002862,hazard_grade_knapsack,11,34,0,1,20510,29767,30000,0,1,0,,,,8,,0.027875008527189493
thunder_greedy,6485.0,13,38,0,0,16754,29518,30000,0,0,0,,,,,,0.011249998351559043,hazard_grade_knapsack,11,34,0,1,20860,29767,30000,0,1,0,,,,8,,0.02941599814221263
thunder_greedy,6490.0,13,38,0,0,17122,29518,30000,0,0,0,,,,,,0.011832977179437876,hazard_grade_knapsack,10,34,1,2,21208,29587,30000,1,0,1,8,8,,,38,0.04370801616460085
thunder_greedy,6500.0,13,38,0,0,17859,29518,30000,0,0,0,,,,,,0.01420799526385963,hazard_grade_knapsack,10,34,1,1,19623,27497,30000,1,0,1,39,,39,,48,0.03749999450519681
thunder_greedy,6505.0,12,38,1,1,18230,29322,30000,1,0,1,41,,41,,30,0.011625001206994057,hazard_grade_knapsack,11,34,0,0,17702,27776,30000,0,0,0,,,,,,0.029833026928827167
thunder_greedy,6515.0,13,37,1,0,16902,29552,30000,0,0,0,,,,,,0.011458003427833319,hazard_grade_knapsack,10,34,1,1,18411,27531,30000,1,0,1,18,,18,,8,0.03345799632370472
thunder_greedy,6520.0,13,37,1,0,17268,29552,30000,0,0,0,,,,,,0.012167001841589808,hazard_grade_knapsack,10,34,1,1,16342,27675,30000,1,0,1,0,,0,,71,0.03645799006335437
thunder_greedy,6545.0,12,38,1,1,19121,29339,30000,1,0,1,2,,2,,79,0.014666991773992777,hazard_grade_knapsack,11,34,0,0,15579,27704,30000,0,0,0,,,,,,0.027292000595480204
thunder_greedy,6585.0,13,38,0,0,20054,29664,30000,0,0,0,,,,,,0.011625001206994057,hazard_grade_knapsack,10,34,1,1,18352,27716,30000,1,0,1,48,,48,,53,0.03341698902659118
thunder_greedy,6610.0,12,38,1,1,21932,29583,30000,1,0,1,55,,55,,47,0.012124975910410285,hazard_grade_knapsack,11,33,1,0,17618,27855,30000,0,0,0,,,,,,0.030583003535866737
thunder_greedy,6620.0,12,39,0,1,20547,29627,30000,1,0,1,6,,6,,14,0.016458012396469712,hazard_grade_knapsack,11,34,0,0,18303,27855,30000,0,0,0,,,,,,0.027125002816319466
thunder_greedy,6630.0,11,38,1,1,17077,27580,30000,2,0,1,24;50,,24;50,,9,0.013833981938660145,hazard_grade_knapsack,10,34,1,1,18995,27725,30000,1,0,1,60,,60,,41,0.03595798625610769
thunder_greedy,6650.0,13,37,0,0,16098,29844,30000,0,0,0,,,,,,0.011709023965522647,hazard_grade_knapsack,10,34,1,1,17891,27716,30000,1,0,1,38,,38,,55,0.031625007977709174
thunder_greedy,6655.0,12,37,1,1,16451,29632,30000,1,0,1,7,,7,,3,0.012040982255712152,hazard_grade_knapsack,11,33,1,0,15879,27991,30000,0,0,0,,,,,,0.026583002181723714
thunder_greedy,6665.0,12,37,1,1,15079,29713,30000,1,0,1,73,,73,,39,0.01333298860117793,hazard_grade_knapsack,11,33,1,0,16519,27991,30000,0,0,0,,,,,,0.032584008295089006
thunder_greedy,6675.0,12,38,0,1,13676,29846,30000,0,1,0,,,,78,,0.01270900247618556,hazard_grade_knapsack,11,33,1,0,17163,27991,30000,0,0,0,,,,,,0.026583002181723714
thunder_greedy,6680.0,12,38,0,1,14017,29846,30000,0,1,0,,,,78,,0.012125005014240742,hazard_grade_knapsack,11,33,1,0,17486,27991,30000,0,0,0,,,,,,0.0314170029014349
thunder_greedy,6685.0,12,38,0,1,14358,29846,30000,0,1,0,,,,78,,0.011750002158805728,hazard_grade_knapsack,9,33,3,2,17804,27579,30000,2,0,2,28;27,,28;27,,2;68,0.04008298856206238
thunder_greedy,6690.0,12,38,0,1,14700,29846,30000,0,1,0,,,,78,,0.01170899486169219,hazard_grade_knapsack,10,32,3,1,13491,28026,30000,1,0,1,6,,6,,5,0.032791984267532825
thunder_greedy,6695.0,12,38,0,1,15045,29846,30000,0,1,0,,,,78,,0.011500000255182385,hazard_grade_knapsack,11,31,3,0,11514,28382,30000,0,0,0,,,,,,0.02691699774004519
