scenario,seed,policy,t_s,kv_perc,running,waiting,router_ready,tool,prefill,decode,completed_programs,completed_requests,prefill_tps,decode_tps,prefix_hit_cum,preemptions
coder80_calibration_r0,20260826,fcfs,959.0,5.2298507462686565,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.20354700542521,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,959.5,5.237014925373134,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.19836089434102,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,960.0,5.24179104477612,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.19317578920163,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,960.5,5.248955223880597,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.18799168965779,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,961.0,5.253731343283582,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.18280859536026,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,961.5,5.26089552238806,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.1776265060762,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,962.0,5.2656716417910445,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.17244542133994,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,962.5,5.272835820895523,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.16726534091868,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,963.0,5.277611940298508,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.16208626446314,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,963.5,5.284776119402985,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.15690819174051,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,964.0,5.28955223880597,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.15173112228513,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,964.5,5.296716417910448,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.14655505574774,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,965.0,5.3014925373134325,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.14137999201193,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,965.5,5.308656716417911,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.13620593061205,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,966.0,5.313432835820896,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.13103287119884,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,966.5,5.320597014925373,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.12586081353948,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,967.0,5.325373134328358,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.1206897571683,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,967.5,5.3325373134328355,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.11551970196888,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,968.0,5.3373134328358205,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.11035064747557,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,968.5,5.344477611940299,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.10518259333912,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,969.0,5.349253731343284,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.1000155393267,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,969.5,5.356417910447761,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.09484948508907,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,970.0,5.361194029850746,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.08968443027698,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,970.5,5.3683582089552235,1.0,0.0,0.0,0.0,0.0,1.0,79.0,1167.0,0.0,80.08452037465759,33.35188459295215,0.0
coder80_calibration_r0,20260826,fcfs,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,1168.0,0.0,23.359992991317995,33.35188459295215,0.0
coder80_calibration_r1,20260827,fcfs,0.5,2.813134328358209,17.0,63.0,0.0,0.0,16.0,1.0,0.0,0.0,37545.981485958524,0.0,0.0,0.0
coder80_calibration_r1,20260827,fcfs,1.0,5.0292537313432835,24.0,55.0,0.0,1.0,18.0,6.0,0.0,1.0,34037.11175342516,297.552687669713,0.0,0.0
coder80_calibration_r1,20260827,fcfs,1.5,7.450746268656716,30.0,48.0,0.0,2.0,20.0,10.0,0.0,2.0,38972.366933804966,406.9888513069611,0.0,0.0
coder80_calibration_r1,20260827,fcfs,2.0,9.927164179104478,34.0,43.0,0.0,3.0,13.0,21.0,0.0,3.0,36339.571103461756,527.3736381287839,0.0,0.0
coder80_calibration_r1,20260827,fcfs,2.9914760074258724,14.454925373134328,43.0,30.0,3.0,4.0,16.0,27.0,0.0,7.0,36084.63017776997,554.357026064533,0.0,0.0
coder80_calibration_r1,20260827,fcfs,3.0,14.526567164179104,43.0,30.0,3.0,4.0,16.0,27.0,0.0,7.0,45701.915689097325,577.1637920390083,0.0,0.0
coder80_calibration_r1,20260827,fcfs,3.6493326865898017,16.205373134328358,44.0,27.0,7.0,2.0,12.0,32.0,0.0,12.0,37868.05368596139,575.6745784089226,0.0,0.0
coder80_calibration_r1,20260827,fcfs,4.2553157730657425,19.402985074626866,56.0,14.0,8.0,2.0,17.0,39.0,0.0,13.0,37173.50162300441,618.1192157320346,0.0,0.0
coder80_calibration_r1,20260827,fcfs,4.549375439033202,18.73910447761194,53.0,14.0,9.0,4.0,12.0,41.0,0.0,16.0,38304.511000782346,622.182392605717,0.0,0.0
coder80_calibration_r1,20260827,fcfs,5.268712880378624,22.755820895522387,63.0,1.0,13.0,3.0,16.0,47.0,0.0,19.0,37260.036959174766,647.2865272463821,2.6205247226806216,0.0
coder80_calibration_r1,20260827,fcfs,5.870937342121002,23.789850746268655,60.0,0.0,14.0,6.0,5.0,55.0,0.0,23.0,29369.154043355822,650.9790543723295,3.428169604640193,0.0
coder80_calibration_r1,20260827,fcfs,6.0,24.183880597014927,60.0,0.0,15.0,5.0,3.0,57.0,0.0,23.0,19606.563466347743,673.1239043305538,3.428169604640193,0.0
coder80_calibration_r1,20260827,fcfs,6.556288641734458,30.435820895522387,69.0,0.0,3.0,8.0,8.0,61.0,0.0,29.0,33397.61946059602,669.235942825413,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,7.132472794757298,32.24358208955224,67.0,0.0,7.0,6.0,3.0,64.0,0.0,31.0,30187.817705012483,677.4137459555686,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,7.540853043234627,29.717014925373135,63.0,0.0,9.0,8.0,0.0,63.0,0.0,35.0,8541.769981007072,675.1157332778956,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,8.136449878949463,27.092537313432835,58.0,0.0,13.0,9.0,0.0,58.0,0.0,40.0,0.0,789.9763486558771,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,8.551786454711214,26.574328358208955,56.0,0.0,18.0,6.0,0.0,56.0,0.0,42.0,0.0,788.4734067524469,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,9.0,25.767164179104476,55.0,0.0,21.0,4.0,0.0,55.0,0.0,43.0,0.0,788.0961595798435,15.482694600635687,0.0
coder80_calibration_r1,20260827,fcfs,9.587867342603527,38.25671641791045,71.0,0.0,2.0,7.0,9.0,62.0,0.0,48.0,34327.5731414057,668.0969228575268,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,10.022214198236236,39.6179104477612,70.0,0.0,9.0,1.0,7.0,63.0,0.0,49.0,36477.89576263511,678.4156204287053,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,10.522214198236236,39.639402985074625,69.0,0.0,9.0,2.0,0.0,69.0,0.0,50.0,12095.762949471013,687.2448178252907,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,11.266514693143064,38.0489552238806,66.0,0.0,13.0,1.0,0.0,66.0,0.0,53.0,0.0,801.9622513467639,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,11.766514693143064,36.472835820895526,62.0,0.0,13.0,5.0,0.0,62.0,0.0,57.0,0.0,794.8438578136829,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,12.0,35.74208955223881,61.0,0.0,14.0,5.0,0.0,61.0,0.0,58.0,0.0,797.7293796222895,29.264295817818816,0.0
coder80_calibration_r1,20260827,fcfs,12.539787517576801,43.488955223880595,72.0,0.0,2.0,6.0,4.0,68.0,0.0,61.0,20333.885516471877,680.6720416851451,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,13.413531117428477,44.43223880597015,70.0,0.0,5.0,5.0,0.0,70.0,0.0,63.0,15457.649608724218,682.28597787906,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,13.531368217921843,44.45373134328358,70.0,0.0,6.0,4.0,0.0,70.0,0.0,63.0,0.0,812.2317177967985,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,14.256933282845559,43.49850746268657,68.0,0.0,7.0,5.0,0.0,68.0,0.0,65.0,0.0,800.8826266991762,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,14.531329378580727,42.16597014925373,66.0,0.0,9.0,5.0,0.0,66.0,0.0,67.0,0.0,803.966396966688,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,15.0,41.04597014925373,64.0,0.0,12.0,4.0,0.0,64.0,0.0,69.0,0.0,802.3993311239537,34.79520167039717,0.0
coder80_calibration_r1,20260827,fcfs,15.529354025225508,46.26865671641791,72.0,0.0,4.0,4.0,4.0,68.0,0.0,73.0,24992.691195988577,684.9943705011195,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,16.28505929763,44.77850746268657,67.0,0.0,7.0,6.0,0.0,67.0,0.0,78.0,10015.833672963985,678.2967701276273,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,16.507420376119686,44.37492537313433,66.0,0.0,8.0,6.0,0.0,66.0,0.0,79.0,0.0,804.6852393000514,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,17.086152956906037,43.713432835820896,65.0,0.0,11.0,4.0,0.0,65.0,0.0,80.0,0.0,803.7071336492646,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,17.966308848869108,41.84597014925373,62.0,0.0,12.0,6.0,0.0,62.0,0.0,83.0,0.0,796.2979698585725,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,18.0,41.850746268656714,62.0,0.0,12.0,6.0,0.0,62.0,0.0,83.0,0.0,798.9760156429988,37.991129332160256,0.0
coder80_calibration_r1,20260827,fcfs,18.583218895372262,50.282985074626865,73.0,0.0,1.0,6.0,2.0,71.0,0.0,84.0,15342.340117083277,691.1050998066356,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,19.083218895372262,49.284776119402984,71.0,0.0,1.0,8.0,0.0,71.0,0.0,86.0,7470.1146889785305,685.6872878836402,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,19.510784974331735,45.60238805970149,67.0,0.0,5.0,8.0,0.0,67.0,0.0,90.0,0.0,797.3946278773959,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,20.130390665589175,45.339701492537316,66.0,0.0,7.0,7.0,0.0,66.0,0.0,91.0,0.0,805.2900778028421,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,20.579339045116846,42.552835820895524,63.0,0.0,11.0,6.0,0.0,63.0,0.0,94.0,0.0,798.1954170165077,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,21.0,41.02925373134328,60.0,0.0,13.0,7.0,0.0,60.0,0.0,97.0,0.0,786.6660219247132,42.25713662113606,0.0
coder80_calibration_r1,20260827,fcfs,21.533293642270408,51.04,72.0,0.0,3.0,5.0,5.0,67.0,0.0,98.0,25489.744689050338,684.9969166485124,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,22.020840960675635,51.57970149253731,69.0,0.0,6.0,5.0,1.0,68.0,0.0,101.0,24796.562811807322,682.3198757278275,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,22.85642396141211,48.668656716417914,65.0,0.0,8.0,7.0,0.0,65.0,0.0,105.0,575.6262504698744,759.646568697426,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,23.054860973256986,47.33611940298508,64.0,0.0,10.0,6.0,0.0,64.0,0.0,106.0,0.0,798.6395940854906,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,23.799682967412963,44.75940298507463,61.0,0.0,12.0,7.0,0.0,61.0,0.0,109.0,0.0,793.4077586934759,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,24.0,44.78089552238806,61.0,0.0,14.0,5.0,0.0,61.0,0.0,109.0,0.0,796.6261977333776,45.239999539679616,0.0
coder80_calibration_r1,20260827,fcfs,24.5,53.12,72.0,0.0,0.0,7.0,5.0,67.0,1.0,112.0,17093.36247902806,664.5330293260486,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,25.296385401554705,56.08835820895522,72.0,0.0,3.0,4.0,1.0,71.0,1.0,112.0,24312.332648023075,688.8014590941976,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,25.796385401554705,52.92179104477612,69.0,0.0,3.0,7.0,0.0,69.0,1.0,115.0,480.6639237171039,675.0688137862235,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,26.46553431545662,52.117014925373134,68.0,0.0,6.0,5.0,0.0,68.0,1.0,116.0,0.0,801.8219572542168,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,26.582338834560986,52.133731343283586,68.0,0.0,8.0,3.0,0.0,68.0,1.0,116.0,0.0,808.04826250271,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,27.0,50.78925373134329,67.0,0.0,8.0,4.0,0.0,67.0,1.0,117.0,0.0,803.5738973017212,48.017648592117894,0.0
coder80_calibration_r1,20260827,fcfs,27.752352949224953,54.0155223880597,69.0,0.0,4.0,6.0,0.0,69.0,1.0,123.0,1105.8639443855395,779.9395011083691,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,28.23115617758693,52.16477611940299,67.0,0.0,6.0,6.0,0.0,67.0,1.0,125.0,0.0,807.1164551719028,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,28.69243454809022,49.04358208955224,63.0,0.0,10.0,6.0,0.0,63.0,1.0,129.0,0.0,792.224991546903,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,29.065884625573503,48.09313432835821,62.0,0.0,12.0,5.0,0.0,62.0,1.0,130.0,0.0,793.8486255585394,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,29.506775628098218,46.23044776119403,60.0,0.0,15.0,4.0,0.0,60.0,1.0,132.0,0.0,795.5879249514927,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,30.0,46.29253731343284,60.0,0.0,16.0,3.0,0.0,60.0,1.0,132.0,0.0,794.4285005533533,51.36621688040022,0.0
coder80_calibration_r1,20260827,fcfs,30.73766681904175,59.93074626865672,70.0,0.0,3.0,6.0,5.0,65.0,1.0,138.0,27171.978367152748,665.1526460711036,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,31.379499006880405,55.696716417910444,66.0,0.0,5.0,8.0,0.0,66.0,1.0,142.0,7252.882044615868,672.3937535485156,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,31.539569165533326,54.677014925373136,65.0,0.0,10.0,4.0,0.0,65.0,1.0,143.0,0.0,800.66125821936,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,32.07042310164432,49.15582089552239,59.0,0.0,14.0,6.0,0.0,59.0,1.0,149.0,0.0,792.1210517068434,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,32.748082510866446,45.377910447761195,56.0,0.0,17.0,5.0,0.0,56.0,2.0,152.0,0.0,781.7174632423381,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,33.0,43.50328358208955,55.0,0.0,18.0,5.0,0.0,55.0,2.0,153.0,0.0,780.2663337564439,55.061450456313224,0.0
coder80_calibration_r1,20260827,fcfs,33.575960042249136,59.3910447761194,71.0,0.0,2.0,5.0,4.0,67.0,2.0,155.0,18503.396243519008,681.414325689701,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,34.018916649195404,59.09731343283582,69.0,0.0,6.0,3.0,2.0,67.0,2.0,157.0,20005.874150949458,683.5727173406256,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,34.641071235086685,56.96955223880597,66.0,0.0,8.0,4.0,0.0,66.0,2.0,160.0,3729.055507335283,714.7791080772431,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,35.04898735941194,57.014925373134325,66.0,0.0,9.0,3.0,0.0,66.0,2.0,160.0,0.0,804.0389559367613,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,35.54898735941194,54.74626865671642,63.0,0.0,9.0,6.0,0.0,63.0,2.0,163.0,0.0,781.2438088541749,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,36.0,54.28537313432836,62.0,0.0,14.0,2.0,0.0,62.0,2.0,164.0,0.0,795.1002595088595,58.70098948950308,0.0
coder80_calibration_r1,20260827,fcfs,36.51329883796692,67.3910447761194,74.0,0.0,1.0,3.0,2.0,72.0,2.0,166.0,15047.802608015796,687.5428859855393,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,37.04713437327454,65.58328358208955,71.0,0.0,6.0,1.0,0.0,71.0,2.0,169.0,9841.945805129433,683.9135896918618,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,37.55031904844312,62.992238805970146,69.0,0.0,8.0,1.0,0.0,69.0,2.0,171.0,0.0,800.4509029513196,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,38.05031904844312,61.38985074626866,67.0,0.0,8.0,3.0,0.0,67.0,2.0,173.0,0.0,799.1269554000901,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,38.855837796515935,54.24716417910448,60.0,0.0,11.0,6.0,0.0,60.0,3.0,180.0,0.0,781.9527452706134,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,39.0,52.9910447761194,59.0,0.0,11.0,7.0,0.0,59.0,3.0,181.0,0.0,792.7584460684764,61.367614969739385,0.0
coder80_calibration_r1,20260827,fcfs,39.59753808292936,59.42686567164179,66.0,0.0,4.0,6.0,5.0,61.0,4.0,185.0,24458.28201006401,673.8649906161015,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,40.287864026245295,55.46268656716418,62.0,0.0,6.0,8.0,0.0,62.0,4.0,189.0,15887.053300184916,673.9382246350701,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,40.595765250808206,55.49850746268657,62.0,0.0,10.0,4.0,0.0,62.0,4.0,189.0,0.0,796.986062718246,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,41.04891954330512,54.88,60.0,0.0,12.0,4.0,0.0,60.0,4.0,191.0,0.0,786.690890562728,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,41.907677386872436,53.535522388059704,59.0,0.0,15.0,2.0,0.0,59.0,4.0,192.0,0.0,790.2685648429801,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,42.0,53.53791044776119,59.0,0.0,15.0,2.0,0.0,59.0,4.0,192.0,0.0,791.282651486087,62.05902268929538,0.0
coder80_calibration_r1,20260827,fcfs,42.75425822019477,72.88119402985075,72.0,0.0,2.0,2.0,4.0,68.0,4.0,194.0,22735.57973294098,680.9899183113549,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,43.342536603235615,73.6,71.0,0.0,4.0,1.0,0.0,71.0,4.0,195.0,11906.781376750516,684.373498441391,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,43.842536603235615,70.70089552238807,68.0,0.0,4.0,4.0,0.0,68.0,4.0,198.0,0.0,795.6827848129251,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,44.442194457975766,64.25313432835821,62.0,0.0,5.0,9.0,0.0,62.0,4.0,204.0,0.0,784.612710426604,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,44.52053765427644,64.26268656716418,62.0,0.0,6.0,8.0,0.0,62.0,4.0,204.0,0.0,795.7086119638959,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,45.0,62.526567164179106,61.0,0.0,10.0,5.0,0.0,61.0,4.0,205.0,0.0,792.612254119634,64.24092612794144,0.0
coder80_calibration_r1,20260827,fcfs,45.92636612110857,74.14925373134328,70.0,0.0,2.0,4.0,1.0,69.0,4.0,206.0,18034.5117350625,682.23909074391,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,46.193706923198796,72.90507462686567,69.0,0.0,3.0,4.0,0.0,69.0,4.0,207.0,203.63265718367958,678.8933738071227,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,46.88379475155485,71.56059701492538,67.0,0.0,5.0,4.0,0.0,67.0,4.0,209.0,0.0,798.4364005581476,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,47.03153258655768,71.57731343283582,67.0,0.0,6.0,3.0,0.0,67.0,4.0,209.0,0.0,803.7528294481076,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,47.55353182771876,66.07044776119403,63.0,0.0,7.0,6.0,0.0,63.0,4.0,213.0,0.0,795.8292175682562,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,48.0,61.377910447761195,59.0,0.0,11.0,6.0,0.0,59.0,4.0,217.0,0.0,793.4289275378444,65.0478411454731,0.0
coder80_calibration_r1,20260827,fcfs,48.69713702353815,65.07223880597014,62.0,0.0,4.0,10.0,0.0,62.0,4.0,225.0,2115.7963932456223,771.7493574809556,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,49.037857769619066,61.96776119402985,60.0,0.0,8.0,8.0,0.0,60.0,4.0,227.0,0.0,784.2613713290931,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,49.67277642378162,57.31820895522388,57.0,0.0,10.0,9.0,0.0,57.0,4.0,230.0,0.0,778.4013593322536,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,50.04994370073761,57.37074626865672,57.0,0.0,14.0,5.0,0.0,57.0,4.0,230.0,0.0,786.4007580498668,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,50.90101724069659,54.075223880597015,53.0,0.0,17.0,6.0,0.0,53.0,4.0,234.0,0.0,772.8038946316096,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,51.0,53.43283582089552,52.0,0.0,18.0,6.0,0.0,52.0,4.0,235.0,0.0,772.8112285597047,66.8497164764578,0.0
coder80_calibration_r1,20260827,fcfs,51.62113163284092,75.30507462686568,67.0,0.0,6.0,3.0,6.0,61.0,4.0,238.0,30886.954441002854,665.8514607941253,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,52.11071667531409,77.05791044776119,67.0,0.0,9.0,0.0,3.0,64.0,4.0,238.0,23226.258648335024,677.5249458770409,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,52.61071667531409,74.98268656716418,66.0,0.0,9.0,1.0,0.0,66.0,4.0,239.0,4525.813455480849,678.4972576330911,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,53.11071667531409,70.99701492537314,64.0,0.0,9.0,3.0,0.0,64.0,4.0,241.0,0.0,786.5258277526009,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,53.67587697648423,70.7534328358209,63.0,0.0,11.0,2.0,0.0,63.0,4.0,242.0,0.0,793.8215512332594,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,54.0,67.2358208955224,59.0,0.0,14.0,3.0,0.0,59.0,4.0,246.0,0.0,787.145471857297,68.42746378188421,0.0
coder80_calibration_r1,20260827,fcfs,54.81260516699084,85.4734328358209,73.0,0.0,2.0,1.0,0.0,73.0,4.0,246.0,12356.554459508227,688.8601539160325,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,55.31260516699084,79.52716417910447,70.0,0.0,2.0,4.0,0.0,70.0,4.0,249.0,0.0,797.4072755540692,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,55.541869177444546,75.51283582089552,68.0,0.0,4.0,4.0,0.0,68.0,4.0,251.0,0.0,798.9093701300038,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,56.07221115119633,73.00776119402985,66.0,0.0,7.0,3.0,0.0,66.0,4.0,253.0,0.0,802.2037676392664,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,56.53156088854322,73.05791044776119,66.0,0.0,9.0,1.0,0.0,66.0,4.0,253.0,0.0,801.8268609753691,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,57.0,70.55522388059701,64.0,0.0,9.0,3.0,0.0,64.0,4.0,255.0,0.0,788.1777483395405,69.8982200048474,0.0
coder80_calibration_r1,20260827,fcfs,57.51587212942032,79.5510447761194,69.0,0.0,3.0,4.0,2.0,67.0,4.0,259.0,11692.282306687732,670.2673738889381,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,58.037159372048805,78.58388059701493,67.0,0.0,6.0,3.0,0.0,67.0,4.0,261.0,9759.067578584696,677.393664753438,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,58.64266146842335,74.71761194029851,64.0,0.0,8.0,4.0,0.0,64.0,4.0,264.0,0.0,797.3673490876603,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,59.08642309719302,72.78805970149254,63.0,0.0,10.0,3.0,0.0,63.0,4.0,265.0,0.0,787.4733239972405,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,59.73180948265783,68.04298507462687,58.0,0.0,11.0,7.0,0.0,58.0,4.0,270.0,0.0,776.0969964908857,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,60.0,67.6465671641791,57.0,0.0,12.0,7.0,0.0,57.0,4.0,271.0,0.0,786.8169174806903,70.89146462288772,0.0
coder80_calibration_r1,20260827,fcfs,60.91333950009071,84.01194029850747,67.0,0.0,4.0,5.0,3.0,64.0,4.0,273.0,22983.6478432945,672.1964016637288,71.50414227814858,0.0
coder80_calibration_r1,20260827,fcfs,61.01818329389205,84.24358208955223,67.0,0.0,5.0,4.0,2.0,65.0,4.0,273.0,14818.63763280576,679.2168540905199,71.50414227814858,0.0
coder80_calibration_r1,20260827,fcfs,61.51898798285647,77.66925373134329,63.0,0.0,10.0,3.0,0.0,63.0,4.0,277.0,959.4246833980294,746.0558152850956,71.50414227814858,0.0
coder80_calibration_r1,20260827,fcfs,62.01898798285647,77.71940298507462,63.0,0.0,10.0,3.0,0.0,63.0,4.0,277.0,0.0,795.6970528792444,71.50414227814858,0.0
coder80_calibration_r1,20260827,fcfs,62.5528375269923,71.44119402985075,59.0,0.0,11.0,6.0,0.0,59.0,4.0,281.0,0.0,772.6414402938144,71.50414227814858,0.0
coder80_calibration_r1,20260827,fcfs,63.0,68.69253731343284,58.0,0.0,14.0,4.0,0.0,58.0,4.0,282.0,0.0,781.8475326437648,71.50414227814858,0.0
