policy,mean_program_ct,p50_program_ct,p90_program_ct,p95_program_ct,makespan,programs_per_hour,steps_per_min,mean_request_ct,mean_queue_s,p95_queue_s,cache_hit_prefix_ratio,warm_admits,cold_admits,prefill_tokens,cold_recompute_tokens,decode_tokens,cache_evictions,evicted_prefix_tokens,emergency_evictions,reserve_expansions,decode_stall_s,memory_violations,physical_kv_util,reserved_kv_util,idle_cache_fraction,mean_active,mean_decode_batch,mean_prefill_batch,gpu_busy_fraction,decision_calls,mean_decision_ms,p95_decision_ms,decode_reserve,factor,value,rep,scenario,seed,runtime_s,total_requests,bdp_lambda_last,bdp_updates,knapsack_calls,mean_knapsack_ms
student_bdp,231.48679943431011,188.77353464021186,455.99991040846606,523.1327766458336,813.1990378324497,283.3254704950491,45.671475582405044,169.80013517151318,2.5241521130211635,4.869591923215664,0.6940754174105783,349.0,270.0,399733.0000000001,326420.0,93085.00000000017,206.0,326420.0,1.0,148.0,0.0,0.0,0.5924362759558951,0.65510413602351,0.32740260020520834,6.855469976543226,6.173453694653159,0.6820162818900638,0.7518732367191935,179.0,0.29338677655666884,0.8812480000187861,386.0,control_interval_s,5.0,2,control_interval_s_5.0_r2,20665722,0.36649297700000716,619.0,0.0,122.0,,
hazard_grade_knapsack,229.94068195339997,190.0,460.73011323175393,519.1557974295076,808.4885593110706,284.9762032456322,45.93757026277248,168.69193331738617,2.317016342126005,4.8445546035754425,0.6927145862914071,369.0,250.0,401185.00000000076,327872.0,93085.00000000124,186.0,327872.0,0.0,147.0,0.0,0.0,0.5880403382096934,0.6522696802609097,0.3172281754412753,6.931609665565874,6.243786597145379,0.6878230684204946,0.7430241633049489,181.0,0.39665903867904057,1.2522920001174498,386.0,control_interval_s,5.0,2,control_interval_s_5.0_r2,20665722,0.3785713190000024,619.0,,,181.0,0.10763526520023228
thunder,684.3293512970513,682.5854474746127,1064.074764377823,1191.9304330726336,1299.8609695880818,177.2497254633412,33.83438769912216,463.6555849985694,43.49366413573576,137.0785738603277,0.6808543540128371,423.0,310.0,549166.0000000005,460231.0,110146.00000000042,246.0,460231.0,0.0,195.0,0.0,0.0,0.8111019334754043,0.8449252082437626,0.6386170633959023,3.7295633560166217,3.380419447485688,0.3491439085309352,0.9864911763817859,188.0,0.5266639627758737,0.9457512000267344,386.0,control_interval_s,10.0,0,control_interval_s_10.0_r0,20770720,0.5806308890000764,733.0,,,,
student_bdp,375.7917222778659,353.8870081812147,594.6255063122726,716.1431728293257,916.9732536543844,251.26141802042122,47.96214047108561,249.49667311907066,15.328247961990199,104.95237050176759,0.8617738920109398,528.0,205.0,288266.9999999997,199332.0,110146.0,141.0,199332.0,1.0,204.0,0.0,0.0,0.6596945611157686,0.7109341675717354,0.3837050221096012,6.267091886614161,5.7172657062611245,0.5498261803530361,0.9029555213208603,114.0,0.4187722807038179,1.1083150999638742,386.0,control_interval_s,10.0,0,control_interval_s_10.0_r0,20770720,0.40748328900008346,733.0,0.0,105.0,,
hazard_grade_knapsack,297.77270305643196,278.8793128103502,511.8932457728695,622.3006181835037,746.9407374606152,308.4582061801771,58.88017321095569,211.14855218674322,7.53616886395795,29.324078592573553,0.6992438657709185,427.0,306.0,522646.99999999825,433712.0,110145.99999999999,242.0,433712.0,2.0,206.0,0.0,0.0,0.7127812720496529,0.800072568565817,0.33720032629992597,8.655482373186716,7.531026047028034,1.124456326158682,0.9797718868455091,92.0,0.4879558695709262,1.2560578000716307,386.0,control_interval_s,10.0,0,control_interval_s_10.0_r0,20770720,0.3537689849999879,733.0,,,92.0,0.10174581521606223
thunder,447.0673032193888,390.0064565513325,820.989501854289,832.6570568032263,929.9609779885324,247.75233096161284,37.7435191699332,320.7904772234793,34.00932199116784,103.86873585200313,0.6995558244134138,369.0,216.0,337931.0,268196.0,91000.00000000042,152.0,268196.0,0.0,191.0,0.0,0.0,0.7710735173498402,0.8086259492479533,0.6032167005584437,4.386571117228345,4.015797354448066,0.3707737627802788,0.9592951509995801,132.0,0.48050221212833727,0.8941082999740502,386.0,control_interval_s,10.0,1,control_interval_s_10.0_r1,20770721,0.41375447199993687,585.0,,,,
student_bdp,255.65323747634952,224.70513994357503,486.75375701843126,569.2000910133158,640.0376418770234,359.978827689433,54.840524530812054,180.94280671063535,11.83010995465962,63.28169740240649,0.8959934577921168,434.0,151.0,162577.99999999974,92843.0,90999.99999999956,87.0,92843.0,1.0,207.0,0.0,0.0,0.6642898762066934,0.7219510118310921,0.3922425495921359,7.505306697132815,6.934341227635627,0.5709654694971926,0.9785784793342053,75.0,0.3739530533130164,0.913318700054333,386.0,control_interval_s,10.0,1,control_interval_s_10.0_r1,20770721,0.2772599780000746,585.0,0.0,74.0,,
hazard_grade_knapsack,211.92916029934642,169.43111663681765,403.6091645518306,425.0040933400861,517.7585576936954,444.99505913778455,67.79221604052186,150.1086034889531,5.941737277300985,19.59554331077625,0.6338021542235889,328.0,257.0,396627.0000000012,326892.0,91000.00000000012,193.0,326892.0,0.0,208.0,0.0,0.0,0.642073717624813,0.7448563100617639,0.2560204941814983,10.52621109962908,9.231691210718564,1.294519888910517,0.9407169302379386,58.0,0.5658729827551913,1.4488481999933354,386.0,control_interval_s,10.0,1,control_interval_s_10.0_r1,20770721,0.2872683230000348,585.0,,,58.0,0.12232443103145889
thunder,594.2511415574966,557.0172026395471,1158.6154186014041,1266.1900258191392,1516.854200711322,151.89330648387627,27.609772897329595,450.98096074621185,37.49720771746107,117.56766287212686,0.6854420238550943,427.0,271.0,550720.0000000003,464286.0,110280.00000000057,207.0,464286.0,0.0,259.0,0.0,0.0,0.7234343348921797,0.7531409079772022,0.5587071817065791,3.2094548989946268,2.9022956581537454,0.30715924084088236,0.8630488928998495,206.0,0.38704182038953466,0.8898584999315062,386.0,control_interval_s,10.0,2,control_interval_s_10.0_r2,20770722,0.5765787209998052,698.0,,,,
student_bdp,348.6886767189217,294.8643394967339,720.9187694078015,821.5079735478172,1189.1080277397841,193.75867845912742,35.21967644908097,252.4724260134483,13.63327570272843,88.94506022054937,0.8150603491204238,487.0,211.0,359403.9999999998,272970.0,110279.99999999844,147.0,272970.0,0.0,279.0,0.0,0.0,0.5402392547288958,0.582661227226708,0.30336955251512426,4.885428242537622,4.434211499012898,0.45121674352472185,0.6946639720353335,134.0,0.3159707761311954,0.9108897000260185,386.0,control_interval_s,10.0,2,control_interval_s_10.0_r2,20770722,0.43038524500002495,698.0,0.0,98.0,,
hazard_grade_knapsack,290.4412917301809,221.96508275336396,647.0347663912652,709.0690988532318,1017.446448043596,226.44926466943423,41.161871546683614,214.13227318643422,7.350775628403683,27.807527239373954,0.6493267253615358,398.0,300.0,604026.0000000021,517592.0,110280.00000000045,236.0,517592.0,2.0,280.0,0.0,0.0,0.5573422495204612,0.6252207074258576,0.253413008295979,6.355768765208086,5.535003773955694,0.8207649912523972,0.7390049091940802,119.0,0.4136662857314807,1.198131999990437,386.0,control_interval_s,10.0,2,control_interval_s_10.0_r2,20770722,0.45328379199986557,698.0,,,119.0,0.083562789915745
